repo,weight,method
https://github.com/nomicfoundation/hardhat,0.021987841664701458,huber-log
https://github.com/safe-global/safe-smart-account,0.020711060674350336,huber-log
https://github.com/status-im/nimbus-eth2,0.016876758271804744,huber-log
https://github.com/hyperledger/besu,0.01583179203293191,huber-log
https://github.com/paradigmxyz/reth,0.014287664220418963,huber-log
https://github.com/eth-infinitism/account-abstraction,0.013452636493807648,huber-log
https://github.com/ethereum/web3.py,0.01182108505508894,huber-log
https://github.com/ethpandaops/ethereum-package,0.010438838001782339,huber-log
https://github.com/ethereum/remix-project,0.00947257753930544,huber-log
https://github.com/erigontech/erigon,0.0092390880567003,huber-log
https://github.com/ethpandaops/checkpointz,0.008934687905250356,huber-log
https://github.com/a16z/helios,0.007729851185644806,huber-log
https://github.com/vyperlang/vyper,0.006309315459814668,huber-log
https://github.com/wevm/viem,0.005200166863123663,huber-log
https://github.com/nethereum/nethereum,0.004681247980818371,huber-log
https://github.com/ethpandaops/ethereum-helm-charts,0.0036738620775560314,huber-log
https://github.com/alloy-rs/alloy,0.0035879459796208687,huber-log
https://github.com/scaffold-eth/scaffold-eth-2,0.003146249053007271,huber-log
https://github.com/argotorg/sourcify,0.002977526344993929,huber-log
https://github.com/hyperledger-web3j/web3j,0.0024590804171940196,huber-log
https://github.com/vyperlang/titanoboa,0.0023469878792125184,huber-log
https://github.com/erigontech/silkworm,0.0021354459522893725,huber-log
https://github.com/grandinetech/grandine,0.0021011994088137365,huber-log
https://github.com/ethereum/evmone,0.001987961143410656,huber-log
https://github.com/ethereum/py-evm,0.0017971911024127704,huber-log
https://github.com/ethereum-lists/chains,0.0017516002852955676,huber-log
https://github.com/lambdaclass/lambda_ethereum_consensus,0.0014055393254100972,huber-log
https://github.com/ethdebug/format,0.0013059996046197308,huber-log
https://github.com/argotorg/fe,0.0008935684240133423,huber-log
https://github.com/apeworx/ape,0.0008894947949569676,huber-log
https://github.com/argotorg/hevm,0.000486268175993108,huber-log
https://github.com/argotorg/act,0.00025094893436056437,huber-log
https://github.com/ethereum/go-ethereum,0.17816167489374138,elo
https://github.com/ethereum/eips,0.09060097181372839,elo
https://github.com/status-im/nimbus-eth2,0.06591111116293978,elo
https://github.com/ethers-io/ethers.js,0.06550228206329946,elo
https://github.com/sigp/lighthouse,0.040580272903186,elo
https://github.com/nethermindeth/nethermind,0.040293623465456764,elo
https://github.com/safe-global/safe-smart-account,0.03410400589728947,elo
https://github.com/argotorg/solidity,0.03365466972116723,elo
https://github.com/nomicfoundation/hardhat,0.033057802951312665,elo
https://github.com/vyperlang/titanoboa,0.03276205932532509,elo
https://github.com/consensys/teku,0.032603785159500326,elo
https://github.com/openzeppelin/openzeppelin-contracts,0.031171199360819173,elo
https://github.com/erigontech/erigon,0.030053383986564573,elo
https://github.com/foundry-rs/foundry,0.021071387911312533,elo
https://github.com/ethereum/consensus-specs,0.020725190134247798,elo
https://github.com/paradigmxyz/reth,0.018868854265480618,elo
https://github.com/wevm/viem,0.018778376041787764,elo
https://github.com/chainsafe/lodestar,0.01601509277728868,elo
https://github.com/ethereum-lists/chains,0.013198384964042699,elo
https://github.com/ethereum/execution-apis,0.012868567946093206,elo
https://github.com/ethpandaops/checkpointz,0.012859411199800235,elo
https://github.com/ethpandaops/ethereum-helm-charts,0.012852716889839596,elo
https://github.com/ethpandaops/ethereum-package,0.012720901469501897,elo
https://github.com/prysmaticlabs/prysm,0.009801679510485719,elo
https://github.com/apeworx/ape,0.009778795923040753,elo
